State,Job,Median Salary,Description,2022,2021,2020,2019,2018 
Indiana,Carpenter,35014,Level I(Junior/Apprentice/Entry)-30199 & LevelII(Senior) -35014,35014,36962,36962,41228,37318
Indiana,Security Guard,18734,Level I(Junior/Apprentice/Entry)-17543 & LevelII(Senior) -18734,18734,20426,20259,28745,20298
Indiana,Construction Worker,30250,Level I(Junior/Apprentice/Entry)-24846 & LevelII(Senior)-30250,30250,25779,25818,34854,30250
Indiana,Fabricator,32647,Level I(Junior/Apprentice/Entry)-27243 & LevelII(Senior) -32647,32647,33281,31895,40974,33994
Indiana,Telemarketer,18374,Level I(Junior/Apprentice/Entry)-15451 & LevelII(Senior) -18374,18374,21994,18638,24370,20322
Indiana,Actuary,69875,Level I(Junior/Apprentice/Entry)-67664 & LevelII(Senior) -69875,69875,68614,71687,78342,70623
Indiana,Biomedical-Engineer,68911,Level I(Junior/Apprentice/Entry)-67335 & LevelII(Senior)-68911,68911,63189,63267,67054,70902
Indiana,Aerospace Engineer,64669,Level I(Junior/Apprentice/Entry)-63869 & LevelII(Senior) -64669,64669,60273,62221,70893,60537
Indiana,Agricultural Engineer,58747,Level I(Junior/Apprentice/Entry)-55243 & LevelII(Senior) -58747,58747,56133,58900,64961,55084
Indiana,Anthropologist,60867,Level I(Junior/Apprentice/Entry)-57196 & LevelII(Senior)-60867,60867,50531,54663,60659,56263
Indiana,Baker,31684,Level I(Junior/Apprentice/Entry)-29473 & LevelII(Senior) -31684,31684,30281,31347,34125,27951
Indiana,Lab technician,54508,Level I(Junior/Apprentice/Entry)-50218 & LevelII(Senior)-54508,54508,45620,47950,51236,55622
Indiana,Chemical Engineer,69117,Level I(Junior/Apprentice/Entry)-67258 & LevelII(Senior) -69117,69117,69675,68482,71884,65497
Indiana,Biologist,51582,Level I(Junior/Apprentice/Entry)-49835 & LevelII(Senior) -51582,51582,52747,51582,58469,51090
Indiana,Biochemist,60407,Level I(Junior/Apprentice/Entry)-58548 & LevelII(Senior) -60407,60407,63638,60899,70040,60682
Indiana,Executive,66246,Level I(Junior/Apprentice/Entry)-61648 & LevelII(Senior) -66246,66246,68058,68341,70782,66669
Indiana,Clinical Researcher,55288,Level I(Junior/Apprentice/Entry)-53077 & LevelII(Senior)-55288,55288,51240,52741,57992,57380
Indiana,Military Officer,55143,Level I(Junior/Apprentice/Entry)-54343 & LevelII(Senior)-55143,55143,46913,46315,56915,54403
Indiana,Military Inspector,55203,Level I(Junior/Apprentice/Entry)-51571 & LevelII(Senior) -55203,55203,55203,57634,64174,54297
Indiana,Military Administrator,65905,Level I(Junior/Apprentice/Entry)-62230 & LevelII(Senior)-65905,65905,60910,59765,66332,66328
Indiana,Crane Operator,43924,Level I(Junior/Apprentice/Entry)-40253 & LevelII(Senior) -43924,43924,43757,42496,51718,43757
Indiana,Military Cook,49134,Level I(Junior/Apprentice/Entry)-43938 & LevelII(Senior)-49134,49134,41827,43712,50863,50274
Indiana,Auditor,55142,Level I(Junior/Apprentice/Entry)-51894 & LevelII(Senior) -55142,55142,53214,52428,61316,54450
Indiana,Security Manager,53786,Level I(Junior/Apprentice/Entry)-49496 & LevelII(Senior) -53786,53786,49182,52318,55386,49390
Indiana,Medical Administrator,146565,Level I(Junior/Apprentice/Entry)-145547 & LevelII(Senior) -146565,146565,147199,148623,150288,147912
Indiana,Court Clerk,54519,Level I(Junior/Apprentice/Entry)-51015 & LevelII(Senior)-54519,54519,46048,48147,53227,51299
Indiana,Nutritionist,44921,Level I(Junior/Apprentice/Entry)-39989 & LevelII(Senior) -44921,44921,41105,40590,49034,40696
Indiana,Economist,75443,Level I(Junior/Apprentice/Entry)-74241 & LevelII(Senior)-75443,75443,67724,71720,77063,77452
Indiana,Security Consultant,57479,Level I(Junior/Apprentice/Entry)-55190 & LevelII(Senior) -57479,57479,57909,57479,65192,57500
Indiana,Editor,77403,Level I(Junior/Apprentice/Entry)-74480 & LevelII(Senior)-77403,77403,70612,70260,77895,74330
Indiana,Reporter,62337,Level I(Junior/Apprentice/Entry)-58047 & LevelII(Senior) -62337,62337,62536,64778,70650,62294
Indiana,Fashion Designer,59046,Level I(Junior/Apprentice/Entry)-56778 & LevelII(Senior) -59046,59046,60903,57936,64055,57881
Indiana,Quantity Surveyor,75712,Level I(Junior/Apprentice/Entry)-72464 & LevelII(Senior)-75712,75712,69578,66099,71982,75712
Indiana,Fire Fighter,47515,Level I(Junior/Apprentice/Entry)-45939 & LevelII(Senior)-47515,47515,42107,42107,48939,51740
Indiana,Warden,38414,Level I(Junior/Apprentice/Entry)-36125 & LevelII(Senior) -38414,38414,38667,38395,44957,40318
Indiana,Prison administrator,78876,Level I(Junior/Apprentice/Entry)-73452 & LevelII(Senior)-78876,78876,72551,70762,78947,77302
Indiana,Food Scientist,56112,Level I(Junior/Apprentice/Entry)-55094 & LevelII(Senior) -56112,56112,56283,58769,63419,54591
Indiana,Game Designer,71895,Level I(Junior/Apprentice/Entry)-66805 & LevelII(Senior) -71895,71895,70901,71184,76392,71960
Indiana,Data Analyst,72215,Level I(Junior/Apprentice/Entry)-71013 & LevelII(Senior) -72215,72215,72457,73622,77749,72386
Indiana,Computer Security Analyst,77868,Level I(Junior/Apprentice/Entry)-74193 & LevelII(Senior) -77868,77868,77396,78202,87615,77396
Indiana,Finance Executive,90524,Level I(Junior/Apprentice/Entry)-85843 & LevelII(Senior)-90524,90524,84234,83687,90988,90988
Indiana,Lecturer,68017,Level I(Junior/Apprentice/Entry)-64769 & LevelII(Senior)-68017,68017,64558,64002,68672,68672
Indiana,Industrial Engineer,67465,Level I(Junior/Apprentice/Entry)-62269 & LevelII(Senior)-67465,67465,62925,65800,70890,68889
Indiana,Safety Administrator,59394,Level I(Junior/Apprentice/Entry)-54462 & LevelII(Senior) -59394,59394,57502,60028,65240,60028
Indiana,Interior Designer,52653,Level I(Junior/Apprentice/Entry)-49021 & LevelII(Senior) -52653,52653,50477,50705,59149,50969
Indiana,Film Director,76232,Level I(Junior/Apprentice/Entry)-72600 & LevelII(Senior)-76232,76232,73221,72509,76634,76297
Indiana,Judge,74648,Level I(Junior/Apprentice/Entry)-69716 & LevelII(Senior) -74648,74648,72958,72346,77041,74103
Indiana,Law Clerk,49809,Level I(Junior/Apprentice/Entry)-47520 & LevelII(Senior)-49809,49809,43937,42917,49924,47417
Indiana,Inteligence Analyst,63972,Level I(Junior/Apprentice/Entry)-58568 & LevelII(Senior) -63972,63972,66615,63480,69922,64223
Indiana,Jeweler,60601,Level I(Junior/Apprentice/Entry)-55197 & LevelII(Senior)-60601,60601,53927,50362,59290,59418
Indiana,Postal Officer,30601,Level I(Junior/Apprentice/Entry)-27678 & LevelII(Senior) -30601,30601,30171,30192,36750,29568
Indiana,Mail Clerk,39550,Level I(Junior/Apprentice/Entry)-34735 & LevelII(Senior)-39550,39550,34688,31336,39511,36679
Indiana,Police Director,82716,Level I(Junior/Apprentice/Entry)-81525 & LevelII(Senior)-82716,82716,79281,78872,86544,82887
Indiana,Training Officer,51058,Level I(Junior/Apprentice/Entry)-48790 & LevelII(Senior) -51058,51058,51175,55125,57008,55190
Indiana,Manufacturing Engineer,79139,Level I(Junior/Apprentice/Entry)-75464 & LevelII(Senior)-79139,79139,71426,75832,79118,79118
Indiana,Butcher,36370,Level I(Junior/Apprentice/Entry)-35505 & LevelII(Senior)-36370,36370,29696,28663,35059,34988
Indiana,Health Inspector,80221,Level I(Junior/Apprentice/Entry)-75131 & LevelII(Senior)-80221,80221,72736,75721,80824,81436
Indiana,Health Officer,72868,Level I(Junior/Apprentice/Entry)-69945 & LevelII(Senior) -72868,72868,73525,73862,75929,73525
Indiana,Health Administrator,77126,Level I(Junior/Apprentice/Entry)-71722 & LevelII(Senior)-77126,77126,70354,67332,76726,73506
Indiana,Medical Secretaries,29627,Level I(Junior/Apprentice/Entry)-25952 & LevelII(Senior) -29627,29627,32979,31881,38713,31902
Indiana,Microbiologist,35552,Level I(Junior/Apprentice/Entry)-30756 & LevelII(Senior) -35552,35552,33647,32938,39462,31889
Indiana,Midwife,33359,Level I(Junior/Apprentice/Entry)-31091 & LevelII(Senior) -33359,33359,31280,30889,38493,31027
Indiana,Weapons Specialist,60591,Level I(Junior/Apprentice/Entry)-59726 & LevelII(Senior)-60591,60591,57362,58773,61784,64769
Indiana,Municipal Clerk,42418,Level I(Junior/Apprentice/Entry)-39526 & LevelII(Senior)-42418,42418,34572,37979,40372,42802
Indiana,Music Director,60216,Level I(Junior/Apprentice/Entry)-59198 & LevelII(Senior) -60216,60216,58966,56553,66430,59023
Indiana,Music Therapist,34142,Level I(Junior/Apprentice/Entry)-31853 & LevelII(Senior) -34142,34142,32735,35610,39843,33487
Indiana,Psychiatrist,66935,Level I(Junior/Apprentice/Entry)-62645 & LevelII(Senior) -66935,66935,63202,64129,68818,62710
Indiana,Nuclear Engineer,67453,Level I(Junior/Apprentice/Entry)-62772 & LevelII(Senior) -67453,67453,68630,69211,73152,66730
Indiana,Nanotechnology Engineer,74730,Level I(Junior/Apprentice/Entry)-71059 & LevelII(Senior)-74730,74730,70432,70106,72499,76721
Indiana,Museum Technician,39241,Level I(Junior/Apprentice/Entry)-34698 & LevelII(Senior)-39241,39241,30166,32066,40766,40113
Indiana,Neurologist,77131,Level I(Junior/Apprentice/Entry)-74239 & LevelII(Senior)-77131,77131,70740,70759,79059,79845
Indiana,Diagnostician,81808,Level I(Junior/Apprentice/Entry)-81008 & LevelII(Senior)-81808,81808,80078,75519,82134,83211
Indiana,Gynecologist,73657,Level I(Junior/Apprentice/Entry)-71798 & LevelII(Senior)-73657,73657,70166,67259,74723,77859
Indiana,Peadetrician,68009,Level I(Junior/Apprentice/Entry)-63411 & LevelII(Senior) -68009,68009,68785,67317,74781,64653
Indiana,Pilot,85018,Level I(Junior/Apprentice/Entry)-83442 & LevelII(Senior)-85018,85018,76662,79075,86539,83632
Indiana,Power Plant Operator,65248,Level I(Junior/Apprentice/Entry)-64448 & LevelII(Senior)-65248,65248,57525,59382,65501,65773
Indiana,Political Analyst,67473,Level I(Junior/Apprentice/Entry)-66673 & LevelII(Senior) -67473,67473,64280,68493,73117,66436
Indiana,Private Detective,57069,Level I(Junior/Apprentice/Entry)-52137 & LevelII(Senior)-57069,57069,53610,52445,59126,56743
Indiana,Quality Control Analyst,64477,Level I(Junior/Apprentice/Entry)-62901 & LevelII(Senior)-64477,64477,58273,57214,60264,63616
Indiana,Radiology Technician,56510,Level I(Junior/Apprentice/Entry)-54934 & LevelII(Senior) -56510,56510,57908,56257,66204,55396
Indiana,Pathologist,74202,Level I(Junior/Apprentice/Entry)-72455 & LevelII(Senior)-74202,74202,68672,68711,74632,74202
Indiana,Funeral Manager,63488,Level I(Junior/Apprentice/Entry)-59198 & LevelII(Senior) -63488,63488,64575,64977,71181,60353
Indiana,Licence Officer,43366,Level I(Junior/Apprentice/Entry)-38276 & LevelII(Senior)-43366,43366,39886,36751,46856,47371
Indiana,State representative,73890,Level I(Junior/Apprentice/Entry)-72872 & LevelII(Senior)-73890,73890,66786,66864,69875,72707
Indiana,Sculptor,65226,Level I(Junior/Apprentice/Entry)-64426 & LevelII(Senior)-65226,65226,59745,57297,61345,65635
Indiana,Art Restorer,58712,Level I(Junior/Apprentice/Entry)-55820 & LevelII(Senior) -58712,58712,57305,58691,66384,59778
Indiana,Artifact Curator,50667,Level I(Junior/Apprentice/Entry)-45852 & LevelII(Senior) -50667,50667,54598,51959,57731,53887
Indiana,Tailor,44199,Level I(Junior/Apprentice/Entry)-42997 & LevelII(Senior)-44199,44199,36461,36986,46072,43565
Indiana,Shoe Maker,43460,Level I(Junior/Apprentice/Entry)-39170 & LevelII(Senior)-43460,43460,36881,34080,40917,41381
Indiana,Traffic Control Officer,41381,Level I(Junior/Apprentice/Entry)-40190 & LevelII(Senior)-41381,41381,34572,35922,43460,42841
Indiana,Meteorology Engineer,69976,Level I(Junior/Apprentice/Entry)-68400 & LevelII(Senior)-69976,69976,61994,59462,67809,68134
Indiana,Meteorology Administrator,63225,Level I(Junior/Apprentice/Entry)-61014 & LevelII(Senior) -63225,63225,63221,63392,70329,62081
Indiana,Spa Manager,31999,Level I(Junior/Apprentice/Entry)-27709 & LevelII(Senior) -31999,31999,34652,30738,37938,30266
Indiana,Surgeon,89574,Level I(Junior/Apprentice/Entry)-84778 & LevelII(Senior) -89574,89574,88497,86084,95308,89018
Indiana,Chauffeur,43460,Level I(Junior/Apprentice/Entry)-40537 & LevelII(Senior)-43460,43460,34374,33974,42093,39970
Indiana,Bank Teller,47537,Level I(Junior/Apprentice/Entry)-43866 & LevelII(Senior)-47537,47537,42074,45654,50343,49920
Indiana,Watch Repairer,28499,Level I(Junior/Apprentice/Entry)-23956 & LevelII(Senior) -28499,28499,27627,27080,34459,29247
Indiana,Writer,49037,Level I(Junior/Apprentice/Entry)-48172 & LevelII(Senior)-49037,49037,42712,41855,49037,47721
Indiana,Waiter,27370,Level I(Junior/Apprentice/Entry)-25102 & LevelII(Senior)-27370,27370,23526,20504,26678,29783
Indiana,Roofer,41350,Level I(Junior/Apprentice/Entry)-35926 & LevelII(Senior)-41350,41350,34671,35060,42851,44399
Indiana,Supply Chain Manager,77854,Level I(Junior/Apprentice/Entry)-72430 & LevelII(Senior)-77854,77854,74804,70571,81419,79627
Indiana,Property Manager,66265,Level I(Junior/Apprentice/Entry)-64054 & LevelII(Senior) -66265,66265,66464,68150,73568,68321
Indiana,Risk Assessment Manager,65969,Level I(Junior/Apprentice/Entry)-60773 & LevelII(Senior) -65969,65969,62141,63870,72635,64041
Indiana,Soil Analyst,62222,Level I(Junior/Apprentice/Entry)-60475 & LevelII(Senior) -62222,62222,65097,60807,68789,65032
Indiana,Catering Specialist,70106,Level I(Junior/Apprentice/Entry)-69241 & LevelII(Senior)-70106,70106,61659,64185,68763,70764
Iowa,Dentist,147431,Level I(Junior/Apprentice/Entry)-144508 & LevelII(Senior)-147431,147431,141174,141950,144326,145039
Iowa,Nurse,68001,Level I(Junior/Apprentice/Entry)-66142 & LevelII(Senior)-68001,68001,62867,62898,70471,66590
Iowa,Pharmacist,117085,Level I(Junior/Apprentice/Entry)-111661 & LevelII(Senior)-117085,117085,110487,111834,115269,115678
Iowa,Computer Systems Analyst,83760,Level I(Junior/Apprentice/Entry)-80256 & LevelII(Senior)-83760,83760,75778,76811,79872,81562
Iowa,Physician,180022,Level I(Junior/Apprentice/Entry)-175479 & LevelII(Senior) -180022,180022,178338,181411,187560,179595
Iowa,Database Administrator,74188,Level I(Junior/Apprentice/Entry)-71296 & LevelII(Senior) -74188,74188,73122,73814,76592,74590
Iowa,Software Developer,84734,Level I(Junior/Apprentice/Entry)-82523 & LevelII(Senior) -84734,84734,84932,84126,91819,84987
Iowa,Physical Therapist,73332,Level I(Junior/Apprentice/Entry)-70409 & LevelII(Senior) -73332,73332,73249,72506,82220,76354
Iowa,Web Developer,72458,Level I(Junior/Apprentice/Entry)-71593 & LevelII(Senior) -72458,72458,75643,73758,79658,76372
Iowa,Dental Hygienist,65976,Level I(Junior/Apprentice/Entry)-65111 & LevelII(Senior) -65976,65976,64684,64937,72728,64665
Iowa,Occupational Therapist,77743,Level I(Junior/Apprentice/Entry)-75996 & LevelII(Senior)-77743,77743,71149,70005,78491,77088
Iowa,Veterinarian,78125,Level I(Junior/Apprentice/Entry)-73035 & LevelII(Senior) -78125,78125,77516,81364,88030,81922
Iowa,Computer Programmer,71365,Level I(Junior/Apprentice/Entry)-68117 & LevelII(Senior) -71365,71365,68726,67415,75862,70654
Iowa,School Psychologist,64907,Level I(Junior/Apprentice/Entry)-64107 & LevelII(Senior) -64907,64907,65971,64198,69032,66639
Iowa,Physical Therapist Assistant,52205,Level I(Junior/Apprentice/Entry)-47607 & LevelII(Senior)-52205,52205,47665,48092,55883,52140
Iowa,Interpreter & Translator,39717,Level I(Junior/Apprentice/Entry)-36213 & LevelII(Senior) -39717,39717,41368,41992,46528,39662
Iowa,Mechanical Engineer,70096,Level I(Junior/Apprentice/Entry)-65415 & LevelII(Senior) -70096,70096,70096,71996,78423,70304
Iowa,Veterinary Technologist & Technician,34821,Level I(Junior/Apprentice/Entry)-33245 & LevelII(Senior)-34821,34821,25050,26707,34955,31158
Iowa,Epidemiologist,61428,Level I(Junior/Apprentice/Entry)-57796 & LevelII(Senior) -61428,61428,62461,62744,69252,62461
Iowa,IT Manager,113629,Level I(Junior/Apprentice/Entry)-112427 & LevelII(Senior) -113629,113629,112906,116099,122853,114020
Iowa,Market Research Analyst,65754,Level I(Junior/Apprentice/Entry)-62506 & LevelII(Senior)-65754,65754,56917,56846,64893,62097
Iowa,Diagnostic Medical Sonographer,61120,Level I(Junior/Apprentice/Entry)-59544 & LevelII(Senior) -61120,61120,60614,60595,66612,59986
Iowa,Computer Systems Administrator,69223,Level I(Junior/Apprentice/Entry)-64680 & LevelII(Senior) -69223,69223,68047,65546,74474,65566
Iowa,Respiratory Therapist,59025,Level I(Junior/Apprentice/Entry)-53935 & LevelII(Senior)-59025,59025,52427,53491,60165,58273
Iowa,Medical Secretary,35092,Level I(Junior/Apprentice/Entry)-32824 & LevelII(Senior)-35092,35092,28568,29713,36058,34383
Iowa,Civil Engineer,83344,Level I(Junior/Apprentice/Entry)-82153 & LevelII(Senior)-83344,83344,74507,73259,81188,83364
Iowa,Substance Abuse Counselor,43221,Level I(Junior/Apprentice/Entry)-42356 & LevelII(Senior)-43221,43221,36329,37349,39558,39340
Iowa,Speech-Language Pathologist,67574,Level I(Junior/Apprentice/Entry)-66383 & LevelII(Senior) -67574,67574,67948,64607,74346,65717
Iowa,Landscaper & Groundskeeper,26943,Level I(Junior/Apprentice/Entry)-22128 & LevelII(Senior)-26943,26943,18967,21299,25799,27181
Iowa,Radiologic Technologist ,60201,Level I(Junior/Apprentice/Entry)-54777 & LevelII(Senior)-60201,60201,52628,54502,60924,57379
Iowa,Cost Estimator,61944,Level I(Junior/Apprentice/Entry)-58269 & LevelII(Senior)-61944,61944,57422,55007,61873,60729
Iowa,Financial Advisor,67345,Level I(Junior/Apprentice/Entry)-63841 & LevelII(Senior)-67345,67345,63047,65278,71676,71161
Iowa,Marriage & Family Therapist,50730,Level I(Junior/Apprentice/Entry)-47482 & LevelII(Senior)-50730,50730,45640,42769,51121,50115
Iowa,Medical Assistant,32971,Level I(Junior/Apprentice/Entry)-28681 & LevelII(Senior)-32971,32971,23876,24619,31047,32932
Iowa,Lawyer,110407,Level I(Junior/Apprentice/Entry)-109205 & LevelII(Senior) -110407,110407,107906,109826,118011,107906
Iowa,Accountant,61259,Level I(Junior/Apprentice/Entry)-55835 & LevelII(Senior) -61259,61259,58775,58946,67854,61248
Iowa,Compliance Officer,62299,Level I(Junior/Apprentice/Entry)-60723 & LevelII(Senior)-62299,62299,56936,55897,62016,63688
Iowa,High School Teacher,55170,Level I(Junior/Apprentice/Entry)-54305 & LevelII(Senior)-55170,55170,53179,53352,56581,58913
Iowa,Clinical Laboratory Technician,40611,Level I(Junior/Apprentice/Entry)-39409 & LevelII(Senior)-40611,40611,33265,33436,37740,38516
Iowa,Maintenance & Repair Worker,33583,Level I(Junior/Apprentice/Entry)-32783 & LevelII(Senior) -33583,33583,32082,29906,39928,31897
Iowa,"Bookkeeping, Accounting, & Audit Clerk",36477,Level I(Junior/Apprentice/Entry)-31053 & LevelII(Senior)-36477,36477,33539,30132,35932,38234
Iowa,Financial Manager,112856,Level I(Junior/Apprentice/Entry)-107660 & LevelII(Senior)-112856,112856,106860,106860,112750,109871
